issuekey,title,description,storypoint
KANOO-4603,[WEB] GDS - User Details - View Issuance History,"As a Manager, after issuing a Gift Cash Card for a user, I would like to view it information in the User details*Step1:* I would like to see “Cash Card” in “Payment Method” and “Method”*Step 2:* I view the “Issuance History”* Disappear the button “Disable”, “Get QR“Mockup: [https://xd.adobe.com/view/05686a06-7af4-4bd0-9897-2390271e9f82-503b/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|https://xd.adobe.com/view/05686a06-7af4-4bd0-9897-2390271e9f82-503b/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|smart-link] ",2
KANOO-4599,External User Receive Gift Cash Card,"As a consumer who has not registered a Kanoo account, I would like to receive Gift Cash Card through email so that I can use it at acceptable merchants by giving the QR codeRegardless this is the first time I receive the Gift Cash Card from a Merchant or not, the title displays the latest balance I received, but the QR code contains the sum of the amount I have received up to now*Email content*Title: You've received a Cash Card <last 4> with <amount $> balance from KanooContent:QR imageQR valueCard NumberPresent QR Code to Pay with <gift type> at Kanoo acceptable merchants.",3
KANOO-4593,Change Log Level On ExceptionController,"Please change log level from {color:#ff5630}error{color}-> {color:#ff5630}info {color}for AccountControlException, ServiceProcessingException, {{MethodArgumentTypeMismatchException}}Class: \[common] com.visikard.controllers.ExceptionController.javaMethod: {code:java}@ExceptionHandler(value = {AccountControlException.class, ServiceProcessingException.class})    @ResponseBody    @RequestMapping(produces = MediaType.APPLICATION_JSON_VALUE, value = {""/""})    public String handleSQLException(HttpServletRequest request, Exception e) throws JsonProcessingException {        String message = e.getMessage();        Throwable cause = e.getCause();        LOGGER.error(""Return error for user: [{}]"", message);}@ExceptionHandler(value = {MethodArgumentTypeMismatchException.class})@ResponseBody@RequestMapping(produces = MediaType.APPLICATION_JSON_VALUE, value = {""/""})public GeneralApiResponse<String> handleTypeMismatchException(MethodArgumentTypeMismatchException e, HttpServletRequest request) {    LOGGER.error(""Type mismatch exception"", e);    return new GeneralApiResponse<>(""incorrect_parameter"", 1, null);}{code}*Line 56:* LOGGER.{color:#ff5630}error{color}(""Return error for user: \[\{}]"", message); →  LOGGER.{color:#ff5630}info{color}(""Return error for user: \[\{}]"", message);*Line 89:* LOGGER.{color:#ff5630}error{color}(""Type mismatch exception"", e); → LOGGER.{color:#ff5630}info{color}(""Type mismatch exception"", e);",1
KANOO-4591,[iOS] Kanoo - Kanoo User Receive Gift Cash Card,"As a consumer who has registered a Kanoo account, I would like to receive the Gift Cash Card through app so that I can view the list of redeemable merchants then use it. Kanoo system has implemented this feature in [https://kardsys.atlassian.net/browse/KANOO-2084|https://kardsys.atlassian.net/browse/KANOO-2084|smart-link] The Gift Cash Card is not expired, it displays 0.00 instead.*AC1:* this is the first time I receive the Gift Cash Card from a Merchant*Step 1:* I receive a push notification “You've received a Cash Card <last 4> with <amount $> balance from the Department of Social Services. Please check your wallet.” I can also see this notification in the list of notifications*Step 2:* I click on the push notification or in the notification list, I will be navigated to the card list where I can see a new card in yellow. *AC 2:* I receive another Gift Cash Card from the same Merchant *Step 1:* I receive a push notification “Your Cash Card number <last 4> has been funded $<amount> from the Department of Social Services. Please check your wallet.” I can also see this notification in the list of notifications*Step 2:* I click on the push notification or in the notification list, I will be navigated to the card list where I can see a new card in yellow with the balance = the old balance + received amount  *Step 3:* I click the card to view its details, the new list of acceptable merchants overwrites the old one",5
KANOO-4590,[BE] GDS - Manager Issues Gifted Cash Card For Multiple User,"Currently, as a GDS Manager, I can issue only GC. Now, I would like to issue a cash card for user. If he is a Kanoo user, he will receive it through the app and can use it for all redeemable merchants. External user is NOT applied.+_Changes_+* When selecting Multiple User, it displays the form including a new field called Payment Method including 2 options Gift Card and Cash Card. The default is Gift Card. I can select background, issuer, acceptable merchant as normal+_Issuing Cash Card_+* I want to issue multiple Cash Cards, I select Cash Card in Payment Method drop-down. The back ground here is always in yellow.* *In CSV file, I have to enter “CashCard“ in Payment Method column to detect that is Cash Card** If I upload a file that is not a CSV, displays message {color:#00b8d9}_“This file type is not supported. Please choose a different file.“_{color} as current* If there is any fields empty, display message below that that filed when clicking on Add and Send button,{color:#00b8d9} _“This field is required.“_{color}* After adding a CSV, clicking on Add and Send button displays a modal {color:#00b8d9}_“Are you sure you would like to add and send Cash Card to total <The total number of users detected in CSV> users?“_{color}** Clicking on Yes starts uploading CSV. Clicking on Cancel closes the modal * The checkbox “Only send to those who have registered with the Kanoo app.“ will be ticked as always. I can not uncheck it+_After uploading CSV_+* I can download CSV of failed or successful user in CSV upload history as normal* *Columns in CSV are not changed.* It has failed by the reason below** In modal, I select Cash Card but in CSV I enter “Gift Card“ or any invalid text or empty, these records are considered to be failed records. In this case, going to CSV Upload History, I can download CSV of failed users. Opening that CSV I can see 2 columns as current*** Status: {color:#00b8d9}_“Invalid Data“_{color}*** Error: {color:#00b8d9}_“Payment Method is not CashCard“_{color}* *Ensure uploading CSV for Gift Card works as normal after this change**Mockup:*!image-20210707-031545.png|width=100%!!image-20210714-154441.png|width=100%!",5
KANOO-4587,ARM Merchant - Transactions - Display more columns by default,"As a ARM merchant accessing Transaction page, I should be able to see more crucial column displayed by default*Acceptance Criteria:** Going to Transaction page should see columns below displayed by default** Transaction ID** Category** Status* Ensure the order of columns is correct as current*Sample*:!image-20210531-103524.png|width=100%!",1
KANOO-4586,[BE] GDS - Manager Issues Gifted Cash Card For Single User,"Currently, as a GDS Manager, I can issue only GC. Now, I would like to issue a cash card for user. If he is a Kanoo user, he will receive it through the app and can use it for all redeemable merchants. *Step 1:* I access the form “Add User”, I would see one more value “Cash Card” in “Payment Method”* *When Payment Method is Cash Card*, there is some changes in the way to validate Kanoo Users** Phone Number will be the first condition to check Kanoo user, then Email. See the table below to understand||*Phone Number*||*Email*||*Result*|||Kanoo User|External User|CC is issued for Kanoo User||External User|Kanoo User|CC is issued for Kanoo User||External User|External User|{color:#00b8d9}_“This is not a Kanoo user“_ {color}below Phone Number||Kanoo User 1|Kanoo User 2|CC is issued for Kanoo User 1||Kanoo User|empty|CC is issued for Kanoo User||empty|Kanoo User|CC is issued for Kanoo User||External User|empty|{color:#00b8d9}_“This is not a Kanoo user“_ {color}below Phone Number||empty|External User|{color:#00b8d9}_“This is not a Kanoo user “_ {color}below Email||empty|empty|{color:#00b8d9}_“This is required field“_ {color}below Phone Number|* Allow amount from $5.00 to $500.0, if enter amount that is out of range, display red message as current {color:#00b8d9}_“Range of Payment Amount is from $5.00 to $500.00.“_ {color}* If any fields is empty*Step 2:* I choose “Cash Card” then I can not upload the image background because the system will reuse the yellow card background. * This is just Yellow card, no balance, text displayed*Step 3:* I click the button “Add and Send”. I expect the validations and next steps like the current process* When clicking on Add and Send button, it display message {color:#00b8d9}_“Are you sure you would like to add and send Cash Card to user <nib number>?”_{color}** Clicking on Yes starts issuing that Cash Card. Clicking on Cancel button cloes the pop-up* Because Cash Card is not issued for external users so that we just need to push notification {color:#00b8d9}_“You've received a Cash Card <last 4> with <amount $> balance from the Department of Social Services. Please check your wallet.”_{color} to usersMockup: [https://xd.adobe.com/view/05686a06-7af4-4bd0-9897-2390271e9f82-503b/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|https://xd.adobe.com/view/05686a06-7af4-4bd0-9897-2390271e9f82-503b/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|smart-link] !image-20210715-022004.png|width=100%!",5
KANOO-4582,BE - Store Order ID into Transactions,"As an internal merchant, I want to be able to save and search transactions of orders that customers buy products of my store. * Currently, we have an Order ID field in transactions but it saves for external transactions only, so we need to store this for internal orders as well. Internal orders includes** Orders from Marketplace, including buy products, gift cards** Orders from KZ Site, including buy products** Orders from KanooPOS, orders from Order Creation* In one order, if I use Points or Coupon, or Gift Card, it generates transaction such as Point Redemption, Coupon Redemption, Gift Card Redemption. Ensure these transactions are also linked to Order ID.* Save Transaction ID into Order if it is paid.",3
KANOO-4570,GDS - Input More Values When Disable A Gift Card,"Currently, as a Manager, when I disable a Gift Card, I just click “Yes” on the confirmation form, and there is not enough information. From now, I would like to input more information before disabling a GC*Step 1*: I click the button “Disable” in a User detail, a pop-up appear then I have to enter the below information:# Approved By: limit 50 characters and only accept \[a-z]\[A-Z]\[0-9], and whitespace# *June 10, 2021:* Reason: limit 500 characters and only accept \[a-z]\[A-Z]\[0-9], dot, comma, colon, and whitespace# The button is only enabled if I fulfill the above fields*Step 2:* I click to submit information, the system will check the format. If I enter over limitation or invalid format, I would receive red text below the field “Max length of <field name> is <number>. Invalid format.”*Step 3*: I would like to see the confirmation if nothing wrong then the next steps are like the current process.[https://xd.adobe.com/view/dbb20e71-c699-4af7-82a0-82d0f2e6068e-8ee1/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|https://xd.adobe.com/view/dbb20e71-c699-4af7-82a0-82d0f2e6068e-8ee1/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|smart-link] ",5
KANOO-4564,GDS - New Report For Disabled Gift Card,"Currently, as a Manager, Observer, or Admin, when I view the report, I can not see the information of the disabled GC. Reuse behaviors of the current tabs in Reports*Step 1:* I access the tab “Disabled Gift Card” of the menu “Reports”, I would see the below information:# Gift Card Image: must-have# NIB Number: must-have# Value of Benefit Given: must-have# Approved By: must-have# Reason: must-have# Executed By: must-have, full name # Transaction Date: must-have*Step 2:* I can click to view the full size of the GC, search by “NIB number, Approved By, Executed By”, filter by date range and download CSV file",5
KANOO-4561,GDS - Send Gift Card To Multiple Users Already In The List,"Currently, as a Manager, if I would like to issue another GC with the same amount with the latest issuance for a user already on the list, I have to enter all information again. So now, I would like to have a better way to issue to multiple users in the list*Step 1*: I access the Users list, I can select many users, the number of the button “Reissue” will be updated*Step 2:* I click the button “Reissue”, I would see 2 options# Option “Selected users ( <total number of users>)”, only enable if the total of selected users >0## I expect if I select all user means all users ( success and fail) of all pages## I expect if I select 6 users on page 1 and 5 users on page 2, then the total is 11# Option “Failed Issuance ( <total number of failed cases>)”*Step 3:* I choose the option “Selected users”, the system will send GC to users with exact information from the latest issuance. I expect the next steps like the current process[https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|smart-link] ",3
KANOO-4549,"Add New Filter Values In ARM, ARM Merchant, Visipay","*  I expect to see a new value “Gift Card Refund” and “Gift Card Issuance” in every filter for transaction type on ARM, ARM Master, and Visipay.* Export CSV",5
KANOO-4548,External User Receive Notification,After the Merchant Admin approves to refund a GC. Email and SMS and the new GC information are sent to the user. He can redeem the GC at selected Merchants like the old gift card. Reuse the template of  [https://kardsys.atlassian.net/browse/KANOO-3566|https://kardsys.atlassian.net/browse/KANOO-3566|smart-link] *AC1:* the Merchant approves to refund*Email template*Title: Your gift card refund request has been acceptedContent:Dear <recipient full name><business name> has issued you a refund in form of a $<amount> gift card for the transaction <transactionID>. You can redeem it on future purchases.<reason>QR imageQR valuePresent QR Code to Pay with Gift Card at Kanoo redeemable merchants.*SMS template:*<business name> has issued you a refund in form of a $<amount> gift card for the transaction <transactionID>. You can redeem it on future purchases.Present QR Code <code> to Pay with Gift Card at Kanoo redeemable merchants.*AC2:* the Merchant rejects to refund*Email template:*Title: Your gift card refund request has been rejectedContent:Dear <recipient full name><business name> is sorry to announce that your gift card refund request for the transaction <transactionID> has been rejected. Below is the reason: <reason>*SMS template:*<business name> is sorry to announce that your gift card refund request for the transaction <transactionID> has been rejected.,3
KANOO-4541,ARM - Merchant Admin Rejects The Request,"As a Merchant Admin, if a consumer ( external user) redeem GC at my POS(es) then request a refund. I would like to see that request and decide to approve it or not. By rejecting to refund, GDS will help me send a notification to the customer through email and SMS*Step 1 to 3:* reference [https://kardsys.atlassian.net/browse/KANOO-4524|https://kardsys.atlassian.net/browse/KANOO-4524|smart-link] *Step 4:* I click to reject a request, I have to enter a reason ( *June 22, 2021* limit 500 characters and only accept \[a-z]\[A-Z]\[0-9], dot, comma, colon, and whitespace, $ ) then click the button “Reject”# If the reason is blank, a red text below the “Please enter the reason.”# If the reason exceeds 500 characters or invalid format, a red text below the field “Max length of <field name> is <number>. Invalid format.”*Step 5:* I would receive a confirmation pop-up with the content “Are you sure you would like to reject this refund request?# If I click Yes and reject successfully, I would see “The request is rejected successfully.”, then I click close to refresh the list## GDS will send a notification with my input information to the user through email and SMS# If I click Yes and reject fail by any other cases, I would see “The request is rejected fail. Please try again.”, then I click close to refresh the list# If I click “Cancel”, simply close the pop-up and clear all entered data",3
KANOO-4540,[BE][ARM Merchant] - Account - Change Sand Dollar PIN,"As a ARM merchant that added Sand Dollar card, I should have the ability to change Sand Dollar PIN.*Acceptance Criteria** Go to Account page then Business Sand Dollar Card. If merchant has added a Sand Dollar card, there is a button called “Change PIN“* I have to enter ** Current PIN ** New PIN** Confirm New PIN* Save button** Validate fields by message above*** {color:#00b8d9}_“Current PIN is incorrect.”_{color}*** {color:#00b8d9}_“PIN must have 4 number characters._{color}*** {color:#00b8d9}_“Confirm New PIN does not match.”_{color}*** {color:#00b8d9}_“<field name> is required\!“_{color}** If passing all validation, display message {color:#00b8d9}_“Your Sand Dollar PIN has been updated successfully“_{color}* Back button: clicking on this is back to the first screen having “Change PIN“ button and clears all field values* The new PIN saved is applied to all features that require merchant to enter Sand Dollar PIN*Sample*:!image-20210527-070433.png|width=100%!!image-20210529-153800.png|width=100%!!image-20210527-070048.png|width=100%!",3
KANOO-4536,ARM Merchant - Create Product - Add subcategory,"As a merchant creating products, I should have the ability to add a subcategory to a product. *Acceptance Criteria:** When creating a product then selecting product category, I can see the category tree after expanding the drop-down menu.* Search bar: ensure this works in the same way with [https://kardsys.atlassian.net/browse/KANOO-4435|https://kardsys.atlassian.net/browse/KANOO-4435|smart-link] * Category tree: ensure this works in the same way with [https://kardsys.atlassian.net/browse/KANOO-4435|https://kardsys.atlassian.net/browse/KANOO-4435|smart-link] ** *I can select only one category. One product can have only one category or subcategory** Ensure creating products with categories and subcategories works well** While editing that category or subcategory, I can see that product in the list of selected products*Mock-up:* [https://xd.adobe.com/view/02ff3c61-738b-4971-8256-786008a8418d-57ac/|https://xd.adobe.com/view/02ff3c61-738b-4971-8256-786008a8418d-57ac/|smart-link] ",5
KANOO-4535,ARM Merchant - KZ Website setting - Show/Hide Main Menu bar,"As an ARM merchant, I should be able to show/hide KZ Site Main Menu including categories and subcategories*Acceptance Criteria:** Going Konnect Zone website page, in “Website Information” section, there is a new option called Main Menu positioned above Footer.* This setting is for Main Menu bar displayed in KZ site (mentioned in [https://kardsys.atlassian.net/browse/KANOO-4469|https://kardsys.atlassian.net/browse/KANOO-4469|smart-link] ) * There is a Show/Hide switch as other options** When I select Show then save the change, this bar is not displayed in KZ site. This is the default selection** When I select Hide then save the change, this bar is displayed in KZ site.*Sample*:!image-20210526-154742.png|width=100%!",2
KANOO-4534,ARM Merchant - Create Category - Option to display Parent Categories in Main Menu bar ,"As a ARM merchant, I should have the ability to decide a parent category can be displayed in KZ Site Mai Menu bar.*Acceptance Criteria:** *When creating a Parent category*, there is a dropdown called “Include in Main Menu bar”. *Note that this options only displays when creating a Parent category,** This has 2 options Yes and No** Yes: This is selected by default. Selecting this means that Parent category and ALL of other layers in that generation is displayed in Main menu.** No: It means Parent category and ALL of other layers in that generation is NOT displayed in Main menu.*Sample:*!image-20210526-172534.png|width=100%!",2
KANOO-4531,[Visipay] Admin Claims Funds For Merchant,ref: [https://kardsys.atlassian.net/browse/KANOO-3673|https://kardsys.atlassian.net/browse/KANOO-3673|smart-link] ,3
KANOO-4521,KZ Site - Payment with KK - Fix Concurrent Issue,"* The cash card balance of User, Merchant, and Reserve accounts must be updated correctly when having the same transactions to update its value at the same time.* Apply for the order payment that users can pay from their CC as guest and their Kanoo wallet using KK and SD card.",5
KANOO-4512,[BE] - Order Email - Send Order Confirmation email after making order with Pay Now,"As a user making an order with Pay Now method, I should receive an email to keep track the order*Acceptance Criteria:** When a guest or logged user making order by Pay Now method, it should send an email to notfy that order has been completed** If making order as guest, send the email to email address that guest entered while selcting Pay Now. Note that ** If making order as logged user, send the email to user' email address as normal* This should be applied for both KZ site and Kanoo Apps* Note that Dear <First Name + Last Name that user entered in Credit Card form>,*Email Template*+_Guest_+!image-20210525-041851.png|width=601,height=638!+_Logged User_+!image-20210525-072301.png|width=91.66666666666666%!",2
KANOO-4503,[iOS]  - Coupons Display Incorrect Expiration Date In Wallet,Requirement: https://kardsys.atlassian.net/browse/KANOO-4444,1
KANOO-4502,[Android]  - Coupons Display Incorrect Expiration Date In Wallet,Requirement: https://kardsys.atlassian.net/browse/KANOO-4444,1
KANOO-4498,Move schedule job to new services,* Create new service for running background jobs only* Make sure all background jobs will be trigger from this service (call API to other services)* Make sure new service will not scale (single run) to make sure there are only one instant to run the job,8
KANOO-4475,GDS - Users -Users List - Show Redeemable Merchants,"In the previous version, as a Manager, after I sending a GC to a user, he can only redeem it at the merchant who hosts the campaign ( also called “Issuer”). So that when I view Users List, the column “Linked Merchant” displays the issuer name. Kanoo has made an enhancement that a GC can be redeemed at multiple merchants so the column is displaying incorrectly. We need to show all merchants from the latest issuance*Step 1:* I access the feature “Users” then view the final column*Step 2:* I expect to see the column “Linked Merchants” displays merchants based on these case:# If that GC can be redeemed at the selected merchants, I would see “View more”, click to open a pop-up named “Accept at” then a list of merchants.# If that GC can be redeemed at all merchants, the value is “All Merchants”# If that GC can not be redeemed at the selected merchant, I would see “View more”, click to open a pop-up named “Accept at all except” then a list of merchants.[https://xd.adobe.com/view/dbb20e71-c699-4af7-82a0-82d0f2e6068e-8ee1/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|https://xd.adobe.com/view/dbb20e71-c699-4af7-82a0-82d0f2e6068e-8ee1/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|smart-link] ",3
KANOO-4474,ARM Merchant - Product Category - Category Tree View,"As a merchant, I should see the product categories arranged as a tree view*Acceptance Criteria:** Remove the current product category table because it will no longer be possible to display the category tree. We will use Tree View to display product categories and subcategories. * If a category has subcategories, it has a right arrow icon. This means the category is in Collapsed status** If that category does not have any subcategories, don’t display the right arrow icon. ** Clicking on the right arrow icon (or the whole body of that category) displays  subcategories. The right arrow icon is also changed to the down arrow icon. This means the category is in Expanded status* All categories are in Collapsed status by default* Only on the first layer, categories that are being expanded will be highlighted (blue color). When they are collapsed, they are no longer highlighted* Expand All button: expand all layers* Collapse All button: collapse all layers* The number of product: There is a number of products displayed next to the next to each category name, for example “19 products“** If that category has no any products, display nothing** If that category has only product, display “1 product“* Rank: display the rank of categories with icon* Three-dot icon: On each category line, there is a three-dot icon. Clicking on this display 2 options (Edit, Delete)** Edit: Selecting this goes to edits page that category. *** If that category is a Parent Category (1st layer), selecting Edit goes to Edit page as current workflow.*** If that category is other layers, view [https://kardsys.atlassian.net/browse/KANOO-4435|https://kardsys.atlassian.net/browse/KANOO-4435|smart-link] to see how Edit page looks like** Delete: clicking on this deletes the category. Deleting parents deletes children. Deleting children can not delete parents*Mock-up:* [https://xd.adobe.com/view/ffdd6eb8-c4a0-43a7-9c3a-b8f460365f56-aa8e/|https://xd.adobe.com/view/ffdd6eb8-c4a0-43a7-9c3a-b8f460365f56-aa8e/|smart-link] *Category Tree Example:* !image-20210607-172521.png|width=566,height=985!",3
KANOO-4473,Visipay Transactions - Search by External Order ID and Export PlugnPay Order ID,"As a Kanoo Admin, I would like to be able to search transactions by Order ID field and also be able to see PlugnPay Order ID in the search result and CSV export. * PlugnPay Order ID is available for CC payment transactions only.* Order ID is saved for external transactions already and it will be saved for internal transactions in the implementation of [https://kardsys.atlassian.net/browse/KANOO-4582|https://kardsys.atlassian.net/browse/KANOO-4582|smart-link] ",2
KANOO-4472,BE - Update existing APIs to provide main categories to Kanoo app/web and KanooPOS,"Let update existing APIs to provide the options for the apps to get main categories with sub categories to prevent the impact for the existing applications that we don’t want to show sub categories like KZ site yet. It means that the current functions of showing product categories work wells when adding sub categories. *Acceptance Criteria** These places are getting the list of Product Categories** While creating a product, there is Category field** KZ site*** The list of categories positioned on the top-right corner*** The list of categories of FEATURED COLLECTIONS section*** When searching a product ** Kanoo Web apps*** Going to store detail than Product category** KanooPOS*** Order Creation* *When selecting Parent Categories, it should also display products of sub categories*",3
KANOO-4471,ARM Merchant - Update Left Menu and Break Some Tabs into Screens,The current ARM UI is too old and the list of functions is separated. So Kanoo needs a new version of ARMThe left menu will be re-arranged into groups and Merchant Admin can click to expand or collapse the list# Dashboard# Messages# Sales## Orders## School Menu Reports# Stores## Business Locations## Konnect Zones## Konnect Categories## Terminals## Business Kard# Catalog## Product Categories## Products## Gift Cards# Promotions## Campaigns## Cash Back## Offers# Payments## My Wallet## Transfer Money## Air Pay Code## XBC Account## Fund# Transactions## Transaction History## Refund Requests## External Money Transfer# Reports# Settings## Account Settings## Control Panel## Pay With Kanoo## APIs ManagementLink XD: [https://xd.adobe.com/view/d4baf3ba-3fc7-4b11-8abc-8af11890077c-81e9/|https://xd.adobe.com/view/d4baf3ba-3fc7-4b11-8abc-8af11890077c-81e9/|smart-link] ,5
KANOO-4469,KZ Site - Display Categories and Sub Categories on Main Menu bar,"As a user or guest experiencing KZ site, I’m capable of viewing product categories (may including subcategories) displayed in a Main bar of KZ site. Seeing these categories helps user get an efficient product buying. This is also a chance to give users the novelty of the new products*Acceptance Criteria:*+_Main Menu bar_+* There is a horizontal bar displaying Parent categories that have selected YES in “Include in Main Menu bar“ option in ARM’s setting. ([https://kardsys.atlassian.net/browse/KANOO-4534|https://kardsys.atlassian.net/browse/KANOO-4534|smart-link] )* Clicking on a Parent category having subcategories or not (no any layers) navigates to the page including products of that Parent category as normal.* Hovering on a Parent category having subcategories expands a drop-down menu including its subcategories (Child categories). ** If a child category having grandchild categories, *** Clicking on that child one navigates to the page including its products *** Hovering on that child one should expand horizontally the list of grandchild ones** If a grandchild category having great-grandchild categories, *** Clicking on that grandchild one navigates to the page including its products*** Hovering on that grandchild one continue to expand horizontally the list of great-grandchild ones. ** If there are deeper layers, it works as 2 cases above+_After selecting categories or subcategories in the bar_+* *Breadcrumb*: When I select any types of categories in the bar, the breadcrumb should display the path correctly. For instance, I select “Men” then it display “Top“ and “Jacket“, I select “Jacket“ so that I should see the breadcrumb like Home → Men → Jacket* Display the number of items of that selected category** If there are no items in that category, display message {color:#00b8d9}_“There are no items found“_{color} as current*Mock-up:* [https://xd.adobe.com/view/64a631e3-0dac-4c4d-b58c-efb2315b821c-31f5/screen/3bcadd07-0b7d-4051-98f4-1ee4a82e4af3|https://xd.adobe.com/view/64a631e3-0dac-4c4d-b58c-efb2315b821c-31f5/screen/3bcadd07-0b7d-4051-98f4-1ee4a82e4af3|smart-link] *Responsive-mode mockup:* [https://xd.adobe.com/view/64a631e3-0dac-4c4d-b58c-efb2315b821c-31f5/screen/9e15c4cd-c3a4-4e96-979b-c38fd3376c75/|https://xd.adobe.com/view/64a631e3-0dac-4c4d-b58c-efb2315b821c-31f5/screen/9e15c4cd-c3a4-4e96-979b-c38fd3376c75/|smart-link] ",8
KANOO-4460,ARM Merchant - Orders - Search and Filter orders,"*Acceptance Criteria*+_Orders searching_+* There is a search bar positioned on the top, also a Search button that clicking on it proceeds to searching what I have entered* Search orders based on Order ID, Transaction ID, and Customer Name, including normal letters, special characters+_Orders filtering_+There are some filters to find out orders easily* FROM-TO: ** The default is one month** The maximum of date range is also one month. If the date range selection is over one month, clicking on Search button displays message {color:#00b8d9}_“The maximum of date range is one month.“_{color}** If FROM Date is greater than TO Date, display message {color:#00b8d9}_“FROM Date must not be greater than TO Date”_{color}* Delivery Method: this has 4 options ALL, Pickup, Delivery, Pay Now. The default is ALL.* Status: this is changed dynamically based on Delivery Method selection** If Delivery Method selection is ALL, this includes New, Preparing, Ready, Shipping, Completed** If Delivery Method selection is Pickup, this includes New, Preparing, Ready, Completed. The default is New** If Delivery Method selection is Delivery, this includes New, Preparing, Ready, Shipping, Completed. The default is New** If Delivery Method selection is Pay Now, this includes only Completed that also is the default. I can’t change it",2
KANOO-4459,[Web - Responsive Mode] - Product Details - View product media,Follow the requirement defined in [https://kardsys.atlassian.net/browse/KANOO-4428|https://kardsys.atlassian.net/browse/KANOO-4428|smart-link]  Mockup: [https://xd.adobe.com/view/1bbd93a5-4012-4ab3-9e75-53ee92938f76-4eee/|https://xd.adobe.com/view/1bbd93a5-4012-4ab3-9e75-53ee92938f76-4eee/|smart-link] ,5
KANOO-4454,[Web] - Product Details - View product media,Follow the requirement defined in [https://kardsys.atlassian.net/browse/KANOO-4421|https://kardsys.atlassian.net/browse/KANOO-4421|smart-link] Mockup: [https://xd.adobe.com/view/1bbd93a5-4012-4ab3-9e75-53ee92938f76-4eee/|https://xd.adobe.com/view/1bbd93a5-4012-4ab3-9e75-53ee92938f76-4eee/|smart-link] ,8
KANOO-4444,Backend - Coupons Display Incorrect Expiration Date In Wallet,"Currently, as a Merchant Admin, I create coupons ( all 3 types), I set the end date display on the store, and the expiration date is May 20, 2021. Then my customers add them to their wallets.On May 21, 2021 my customers check the wallets and they still see those coupons and the coupons show the expiration date is May 21, 2021. *AC:* I would like the coupon list in Wallet display incorrect expiration date",3
